level(2),DependencyConflict,0x_contract_wrappers,2.0.0,eth_typing,3.6.5,eth_typing[Unknown]<--web3[web3#5.31.4]<--0x_contract_wrappers[0x_contract_wrappers#2.0.0]<--#eth_typing[eth_typing#3.2.0]<--0x_order_utils[0x_order_utils#4.0.1]<--0x_contract_wrappers[0x_contract_wrappers#2.0.0]<--
level(3),DependencyConflict,apache_airflow_backport_providers_singularity,2021.3.17,idna,3.10.4,idna[Unknown]<--requests[requests#2.23.0]<--apache_airflow[apache_airflow#1.10.15]<--apache_airflow_backport_providers_singularity[apache_airflow_backport_providers_singularity#2021.3.17]<--#idna[idna#3.4]<--email_validator[email_validator#2.0.0]<--apache_airflow[apache_airflow#1.10.15]<--apache_airflow_backport_providers_singularity[apache_airflow_backport_providers_singularity#2021.3.17]<--
level(3),DependencyConflict,apache_airflow_backport_providers_singularity,2021.3.17,idna,3.9.2,idna[Unknown]<--requests[requests#2.23.0]<--apache_airflow[apache_airflow#1.10.15]<--apache_airflow_backport_providers_singularity[apache_airflow_backport_providers_singularity#2021.3.17]<--#idna[idna#3.4]<--email_validator[email_validator#2.0.0]<--apache_airflow[apache_airflow#1.10.15]<--apache_airflow_backport_providers_singularity[apache_airflow_backport_providers_singularity#2021.3.17]<--
level(3),DependencyConflict,apache_airflow_backport_providers_singularity,2021.3.17,idna,3.8.2,idna[Unknown]<--requests[requests#2.23.0]<--apache_airflow[apache_airflow#1.10.15]<--apache_airflow_backport_providers_singularity[apache_airflow_backport_providers_singularity#2021.3.17]<--#idna[idna#3.4]<--email_validator[email_validator#2.0.0]<--apache_airflow[apache_airflow#1.10.15]<--apache_airflow_backport_providers_singularity[apache_airflow_backport_providers_singularity#2021.3.17]<--
level(3),DependencyConflict,apache_airflow_backport_providers_singularity,2021.3.17,idna,3.7.2,idna[Unknown]<--requests[requests#2.23.0]<--apache_airflow[apache_airflow#1.10.15]<--apache_airflow_backport_providers_singularity[apache_airflow_backport_providers_singularity#2021.3.17]<--#idna[idna#3.4]<--email_validator[email_validator#2.0.0]<--apache_airflow[apache_airflow#1.10.15]<--apache_airflow_backport_providers_singularity[apache_airflow_backport_providers_singularity#2021.3.17]<--
level(3),DependencyConflict,apache_airflow_backport_providers_singularity,2021.3.17,setuptools,3.6.5,setuptools[Unknown]<--python_daemon[python_daemon#3.0.1]<--apache_airflow[apache_airflow#1.10.15]<--apache_airflow_backport_providers_singularity[apache_airflow_backport_providers_singularity#2021.3.17]<--#setuptools[setuptools#59.6.0]<--jsonschema[jsonschema#3.2.0]<--apache_airflow[apache_airflow#1.10.15]<--apache_airflow_backport_providers_singularity[apache_airflow_backport_providers_singularity#2021.3.17]<--
level(3),DependencyConflict,apache_airflow_backport_providers_slack,2021.3.3,idna,3.10.4,idna[Unknown]<--requests[requests#2.23.0]<--apache_airflow[apache_airflow#1.10.15]<--apache_airflow_backport_providers_slack[apache_airflow_backport_providers_slack#2021.3.3]<--#idna[idna#3.4]<--email_validator[email_validator#2.0.0]<--apache_airflow[apache_airflow#1.10.15]<--apache_airflow_backport_providers_slack[apache_airflow_backport_providers_slack#2021.3.3]<--
level(3),DependencyConflict,apache_airflow_backport_providers_slack,2021.3.3,idna,3.9.2,idna[Unknown]<--requests[requests#2.23.0]<--apache_airflow[apache_airflow#1.10.15]<--apache_airflow_backport_providers_slack[apache_airflow_backport_providers_slack#2021.3.3]<--#idna[idna#3.4]<--email_validator[email_validator#2.0.0]<--apache_airflow[apache_airflow#1.10.15]<--apache_airflow_backport_providers_slack[apache_airflow_backport_providers_slack#2021.3.3]<--
level(3),DependencyConflict,apache_airflow_backport_providers_slack,2021.3.3,idna,3.8.2,idna[Unknown]<--requests[requests#2.23.0]<--apache_airflow[apache_airflow#1.10.15]<--apache_airflow_backport_providers_slack[apache_airflow_backport_providers_slack#2021.3.3]<--#idna[idna#3.4]<--email_validator[email_validator#2.0.0]<--apache_airflow[apache_airflow#1.10.15]<--apache_airflow_backport_providers_slack[apache_airflow_backport_providers_slack#2021.3.3]<--
level(3),DependencyConflict,apache_airflow_backport_providers_slack,2021.3.3,idna,3.7.2,idna[Unknown]<--requests[requests#2.23.0]<--apache_airflow[apache_airflow#1.10.15]<--apache_airflow_backport_providers_slack[apache_airflow_backport_providers_slack#2021.3.3]<--#idna[idna#3.4]<--email_validator[email_validator#2.0.0]<--apache_airflow[apache_airflow#1.10.15]<--apache_airflow_backport_providers_slack[apache_airflow_backport_providers_slack#2021.3.3]<--
level(3),DependencyConflict,apache_airflow_backport_providers_slack,2021.3.3,setuptools,3.6.5,setuptools[Unknown]<--python_daemon[python_daemon#3.0.1]<--apache_airflow[apache_airflow#1.10.15]<--apache_airflow_backport_providers_slack[apache_airflow_backport_providers_slack#2021.3.3]<--#setuptools[setuptools#59.6.0]<--jsonschema[jsonschema#3.2.0]<--apache_airflow[apache_airflow#1.10.15]<--apache_airflow_backport_providers_slack[apache_airflow_backport_providers_slack#2021.3.3]<--
level(2),DependencyConflict,apache_airflow_backport_providers_snowflake,2021.3.13,cryptography,3.10.4,cryptography[Unknown]<--snowflake_connector_python[snowflake_connector_python#3.0.4]<--apache_airflow_backport_providers_snowflake[apache_airflow_backport_providers_snowflake#2021.3.13]<--#cryptography[cryptography#41.0.2]<--apache_airflow[apache_airflow#1.10.15]<--apache_airflow_backport_providers_snowflake[apache_airflow_backport_providers_snowflake#2021.3.13]<--
level(2),DependencyConflict,apache_airflow_backport_providers_snowflake,2021.3.13,cryptography,3.9.2,cryptography[Unknown]<--snowflake_connector_python[snowflake_connector_python#3.0.4]<--apache_airflow_backport_providers_snowflake[apache_airflow_backport_providers_snowflake#2021.3.13]<--#cryptography[cryptography#41.0.2]<--apache_airflow[apache_airflow#1.10.15]<--apache_airflow_backport_providers_snowflake[apache_airflow_backport_providers_snowflake#2021.3.13]<--
level(2),DependencyConflict,apache_airflow_backport_providers_snowflake,2021.3.13,cryptography,3.8.2,cryptography[Unknown]<--snowflake_connector_python[snowflake_connector_python#3.0.4]<--apache_airflow_backport_providers_snowflake[apache_airflow_backport_providers_snowflake#2021.3.13]<--#cryptography[cryptography#41.0.2]<--apache_airflow[apache_airflow#1.10.15]<--apache_airflow_backport_providers_snowflake[apache_airflow_backport_providers_snowflake#2021.3.13]<--
level(2),DependencyConflict,apache_airflow_backport_providers_snowflake,2021.3.13,cryptography,3.7.2,cryptography[Unknown]<--snowflake_connector_python[snowflake_connector_python#3.0.4]<--apache_airflow_backport_providers_snowflake[apache_airflow_backport_providers_snowflake#2021.3.13]<--#cryptography[cryptography#41.0.2]<--apache_airflow[apache_airflow#1.10.15]<--apache_airflow_backport_providers_snowflake[apache_airflow_backport_providers_snowflake#2021.3.13]<--
level(2),DependencyConflict,apache_airflow_backport_providers_snowflake,2021.3.13,cryptography,3.6.5,cryptography[Unknown]<--snowflake_connector_python[snowflake_connector_python#2.7.5]<--apache_airflow_backport_providers_snowflake[apache_airflow_backport_providers_snowflake#2021.3.13]<--#cryptography[cryptography#40.0.2]<--apache_airflow[apache_airflow#1.10.15]<--apache_airflow_backport_providers_snowflake[apache_airflow_backport_providers_snowflake#2021.3.13]<--
level(3),DependencyConflict,apache_airflow_backport_providers_ssh,2021.3.3,idna,3.10.4,idna[Unknown]<--requests[requests#2.23.0]<--apache_airflow[apache_airflow#1.10.15]<--apache_airflow_backport_providers_ssh[apache_airflow_backport_providers_ssh#2021.3.3]<--#idna[idna#3.4]<--email_validator[email_validator#2.0.0]<--apache_airflow[apache_airflow#1.10.15]<--apache_airflow_backport_providers_ssh[apache_airflow_backport_providers_ssh#2021.3.3]<--
level(3),DependencyConflict,apache_airflow_backport_providers_ssh,2021.3.3,idna,3.9.2,idna[Unknown]<--requests[requests#2.23.0]<--apache_airflow[apache_airflow#1.10.15]<--apache_airflow_backport_providers_ssh[apache_airflow_backport_providers_ssh#2021.3.3]<--#idna[idna#3.4]<--email_validator[email_validator#2.0.0]<--apache_airflow[apache_airflow#1.10.15]<--apache_airflow_backport_providers_ssh[apache_airflow_backport_providers_ssh#2021.3.3]<--
level(3),DependencyConflict,apache_airflow_backport_providers_ssh,2021.3.3,idna,3.8.2,idna[Unknown]<--requests[requests#2.23.0]<--apache_airflow[apache_airflow#1.10.15]<--apache_airflow_backport_providers_ssh[apache_airflow_backport_providers_ssh#2021.3.3]<--#idna[idna#3.4]<--email_validator[email_validator#2.0.0]<--apache_airflow[apache_airflow#1.10.15]<--apache_airflow_backport_providers_ssh[apache_airflow_backport_providers_ssh#2021.3.3]<--
level(3),DependencyConflict,apache_airflow_backport_providers_ssh,2021.3.3,idna,3.7.2,idna[Unknown]<--requests[requests#2.23.0]<--apache_airflow[apache_airflow#1.10.15]<--apache_airflow_backport_providers_ssh[apache_airflow_backport_providers_ssh#2021.3.3]<--#idna[idna#3.4]<--email_validator[email_validator#2.0.0]<--apache_airflow[apache_airflow#1.10.15]<--apache_airflow_backport_providers_ssh[apache_airflow_backport_providers_ssh#2021.3.3]<--
level(3),DependencyConflict,apache_airflow_backport_providers_ssh,2021.3.3,setuptools,3.6.5,setuptools[Unknown]<--python_daemon[python_daemon#3.0.1]<--apache_airflow[apache_airflow#1.10.15]<--apache_airflow_backport_providers_ssh[apache_airflow_backport_providers_ssh#2021.3.3]<--#setuptools[setuptools#59.6.0]<--jsonschema[jsonschema#3.2.0]<--apache_airflow[apache_airflow#1.10.15]<--apache_airflow_backport_providers_ssh[apache_airflow_backport_providers_ssh#2021.3.3]<--
level(3),DependencyConflict,apache_airflow_backport_providers_vertica,2021.3.17,idna,3.10.4,idna[Unknown]<--requests[requests#2.23.0]<--apache_airflow[apache_airflow#1.10.15]<--apache_airflow_backport_providers_vertica[apache_airflow_backport_providers_vertica#2021.3.17]<--#idna[idna#3.4]<--email_validator[email_validator#2.0.0]<--apache_airflow[apache_airflow#1.10.15]<--apache_airflow_backport_providers_vertica[apache_airflow_backport_providers_vertica#2021.3.17]<--
level(3),DependencyConflict,apache_airflow_backport_providers_vertica,2021.3.17,idna,3.9.2,idna[Unknown]<--requests[requests#2.23.0]<--apache_airflow[apache_airflow#1.10.15]<--apache_airflow_backport_providers_vertica[apache_airflow_backport_providers_vertica#2021.3.17]<--#idna[idna#3.4]<--email_validator[email_validator#2.0.0]<--apache_airflow[apache_airflow#1.10.15]<--apache_airflow_backport_providers_vertica[apache_airflow_backport_providers_vertica#2021.3.17]<--
level(3),DependencyConflict,apache_airflow_backport_providers_vertica,2021.3.17,idna,3.8.2,idna[Unknown]<--requests[requests#2.23.0]<--apache_airflow[apache_airflow#1.10.15]<--apache_airflow_backport_providers_vertica[apache_airflow_backport_providers_vertica#2021.3.17]<--#idna[idna#3.4]<--email_validator[email_validator#2.0.0]<--apache_airflow[apache_airflow#1.10.15]<--apache_airflow_backport_providers_vertica[apache_airflow_backport_providers_vertica#2021.3.17]<--
level(3),DependencyConflict,apache_airflow_backport_providers_vertica,2021.3.17,idna,3.7.2,idna[Unknown]<--requests[requests#2.23.0]<--apache_airflow[apache_airflow#1.10.15]<--apache_airflow_backport_providers_vertica[apache_airflow_backport_providers_vertica#2021.3.17]<--#idna[idna#3.4]<--email_validator[email_validator#2.0.0]<--apache_airflow[apache_airflow#1.10.15]<--apache_airflow_backport_providers_vertica[apache_airflow_backport_providers_vertica#2021.3.17]<--
level(3),DependencyConflict,apache_airflow_backport_providers_vertica,2021.3.17,setuptools,3.6.5,setuptools[Unknown]<--python_daemon[python_daemon#3.0.1]<--apache_airflow[apache_airflow#1.10.15]<--apache_airflow_backport_providers_vertica[apache_airflow_backport_providers_vertica#2021.3.17]<--#setuptools[setuptools#59.6.0]<--jsonschema[jsonschema#3.2.0]<--apache_airflow[apache_airflow#1.10.15]<--apache_airflow_backport_providers_vertica[apache_airflow_backport_providers_vertica#2021.3.17]<--
level(3),DependencyConflict,apache_airflow_backport_providers_yandex,2021.3.17,idna,3.10.4,idna[Unknown]<--requests[requests#2.23.0]<--apache_airflow[apache_airflow#1.10.15]<--apache_airflow_backport_providers_yandex[apache_airflow_backport_providers_yandex#2021.3.17]<--#idna[idna#3.4]<--email_validator[email_validator#2.0.0]<--apache_airflow[apache_airflow#1.10.15]<--apache_airflow_backport_providers_yandex[apache_airflow_backport_providers_yandex#2021.3.17]<--
level(3),DependencyConflict,apache_airflow_backport_providers_yandex,2021.3.17,idna,3.9.2,idna[Unknown]<--requests[requests#2.23.0]<--apache_airflow[apache_airflow#1.10.15]<--apache_airflow_backport_providers_yandex[apache_airflow_backport_providers_yandex#2021.3.17]<--#idna[idna#3.4]<--email_validator[email_validator#2.0.0]<--apache_airflow[apache_airflow#1.10.15]<--apache_airflow_backport_providers_yandex[apache_airflow_backport_providers_yandex#2021.3.17]<--
level(3),DependencyConflict,apache_airflow_backport_providers_yandex,2021.3.17,idna,3.8.2,idna[Unknown]<--requests[requests#2.23.0]<--apache_airflow[apache_airflow#1.10.15]<--apache_airflow_backport_providers_yandex[apache_airflow_backport_providers_yandex#2021.3.17]<--#idna[idna#3.4]<--email_validator[email_validator#2.0.0]<--apache_airflow[apache_airflow#1.10.15]<--apache_airflow_backport_providers_yandex[apache_airflow_backport_providers_yandex#2021.3.17]<--
level(3),DependencyConflict,apache_airflow_backport_providers_yandex,2021.3.17,idna,3.7.2,idna[Unknown]<--requests[requests#2.23.0]<--apache_airflow[apache_airflow#1.10.15]<--apache_airflow_backport_providers_yandex[apache_airflow_backport_providers_yandex#2021.3.17]<--#idna[idna#3.4]<--email_validator[email_validator#2.0.0]<--apache_airflow[apache_airflow#1.10.15]<--apache_airflow_backport_providers_yandex[apache_airflow_backport_providers_yandex#2021.3.17]<--
level(3),DependencyConflict,apache_airflow_backport_providers_yandex,2021.3.17,setuptools,3.6.5,setuptools[Unknown]<--python_daemon[python_daemon#3.0.1]<--apache_airflow[apache_airflow#1.10.15]<--apache_airflow_backport_providers_yandex[apache_airflow_backport_providers_yandex#2021.3.17]<--#setuptools[setuptools#59.6.0]<--jsonschema[jsonschema#3.2.0]<--apache_airflow[apache_airflow#1.10.15]<--apache_airflow_backport_providers_yandex[apache_airflow_backport_providers_yandex#2021.3.17]<--
level(3),DependencyConflict,apache_airflow_backport_providers_zendesk,2021.3.17,idna,3.10.4,idna[Unknown]<--requests[requests#2.23.0]<--apache_airflow[apache_airflow#1.10.15]<--apache_airflow_backport_providers_zendesk[apache_airflow_backport_providers_zendesk#2021.3.17]<--#idna[idna#3.4]<--email_validator[email_validator#2.0.0]<--apache_airflow[apache_airflow#1.10.15]<--apache_airflow_backport_providers_zendesk[apache_airflow_backport_providers_zendesk#2021.3.17]<--
level(3),DependencyConflict,apache_airflow_backport_providers_zendesk,2021.3.17,idna,3.9.2,idna[Unknown]<--requests[requests#2.23.0]<--apache_airflow[apache_airflow#1.10.15]<--apache_airflow_backport_providers_zendesk[apache_airflow_backport_providers_zendesk#2021.3.17]<--#idna[idna#3.4]<--email_validator[email_validator#2.0.0]<--apache_airflow[apache_airflow#1.10.15]<--apache_airflow_backport_providers_zendesk[apache_airflow_backport_providers_zendesk#2021.3.17]<--
level(3),DependencyConflict,apache_airflow_backport_providers_zendesk,2021.3.17,idna,3.8.2,idna[Unknown]<--requests[requests#2.23.0]<--apache_airflow[apache_airflow#1.10.15]<--apache_airflow_backport_providers_zendesk[apache_airflow_backport_providers_zendesk#2021.3.17]<--#idna[idna#3.4]<--email_validator[email_validator#2.0.0]<--apache_airflow[apache_airflow#1.10.15]<--apache_airflow_backport_providers_zendesk[apache_airflow_backport_providers_zendesk#2021.3.17]<--
level(3),DependencyConflict,apache_airflow_backport_providers_zendesk,2021.3.17,idna,3.7.2,idna[Unknown]<--requests[requests#2.23.0]<--apache_airflow[apache_airflow#1.10.15]<--apache_airflow_backport_providers_zendesk[apache_airflow_backport_providers_zendesk#2021.3.17]<--#idna[idna#3.4]<--email_validator[email_validator#2.0.0]<--apache_airflow[apache_airflow#1.10.15]<--apache_airflow_backport_providers_zendesk[apache_airflow_backport_providers_zendesk#2021.3.17]<--
level(3),DependencyConflict,apache_airflow_backport_providers_zendesk,2021.3.17,setuptools,3.6.5,setuptools[Unknown]<--python_daemon[python_daemon#3.0.1]<--apache_airflow[apache_airflow#1.10.15]<--apache_airflow_backport_providers_zendesk[apache_airflow_backport_providers_zendesk#2021.3.17]<--#setuptools[setuptools#59.6.0]<--jsonschema[jsonschema#3.2.0]<--apache_airflow[apache_airflow#1.10.15]<--apache_airflow_backport_providers_zendesk[apache_airflow_backport_providers_zendesk#2021.3.17]<--
level(3),DependencyConflict,apache_airflow_providers_airbyte,3.3.1,werkzeug,3.10.4,werkzeug[Unknown]<--connexion[connexion#2.14.2]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_airbyte[apache_airflow_providers_airbyte#3.3.1]<--#werkzeug[werkzeug#2.3.6]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_airbyte[apache_airflow_providers_airbyte#3.3.1]<--
level(3),DependencyConflict,apache_airflow_providers_airbyte,3.3.1,werkzeug,3.9.2,werkzeug[Unknown]<--connexion[connexion#2.14.2]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_airbyte[apache_airflow_providers_airbyte#3.3.1]<--#werkzeug[werkzeug#2.3.6]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_airbyte[apache_airflow_providers_airbyte#3.3.1]<--
level(3),DependencyConflict,apache_airflow_providers_airbyte,3.3.1,werkzeug,3.8.2,werkzeug[Unknown]<--connexion[connexion#2.14.2]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_airbyte[apache_airflow_providers_airbyte#3.3.1]<--#werkzeug[werkzeug#2.3.6]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_airbyte[apache_airflow_providers_airbyte#3.3.1]<--
level(3),DependencyConflict,apache_airflow_providers_alibaba,2.5.0,werkzeug,3.10.4,werkzeug[Unknown]<--connexion[connexion#2.14.2]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_alibaba[apache_airflow_providers_alibaba#2.5.0]<--#werkzeug[werkzeug#2.3.6]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_alibaba[apache_airflow_providers_alibaba#2.5.0]<--
level(3),DependencyConflict,apache_airflow_providers_alibaba,2.5.0,werkzeug,3.9.2,werkzeug[Unknown]<--connexion[connexion#2.14.2]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_alibaba[apache_airflow_providers_alibaba#2.5.0]<--#werkzeug[werkzeug#2.3.6]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_alibaba[apache_airflow_providers_alibaba#2.5.0]<--
level(3),DependencyConflict,apache_airflow_providers_alibaba,2.5.0,werkzeug,3.8.2,werkzeug[Unknown]<--connexion[connexion#2.14.2]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_alibaba[apache_airflow_providers_alibaba#2.5.0]<--#werkzeug[werkzeug#2.3.6]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_alibaba[apache_airflow_providers_alibaba#2.5.0]<--
level(3),DependencyConflict,apache_airflow_providers_amazon,8.3.1,werkzeug,3.10.4,werkzeug[Unknown]<--connexion[connexion#2.14.2]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_amazon[apache_airflow_providers_amazon#8.3.1]<--#werkzeug[werkzeug#2.3.6]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_amazon[apache_airflow_providers_amazon#8.3.1]<--
level(3),DependencyConflict,apache_airflow_providers_amazon,8.3.1,werkzeug,3.9.2,werkzeug[Unknown]<--connexion[connexion#2.14.2]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_amazon[apache_airflow_providers_amazon#8.3.1]<--#werkzeug[werkzeug#2.3.6]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_amazon[apache_airflow_providers_amazon#8.3.1]<--
level(3),DependencyConflict,apache_airflow_providers_amazon,8.3.1,werkzeug,3.8.2,werkzeug[Unknown]<--connexion[connexion#2.14.2]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_amazon[apache_airflow_providers_amazon#8.3.1]<--#werkzeug[werkzeug#2.3.6]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_amazon[apache_airflow_providers_amazon#8.3.1]<--
level(2),DependencyConflict,apache_airflow_providers_apache_beam,5.1.1,dill,3.10.4,dill[Unknown]<--apache_beam[apache_beam#2.48.0]<--apache_airflow_providers_apache_beam[apache_airflow_providers_apache_beam#5.1.1]<--#dill[dill#0.3.6]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_beam[apache_airflow_providers_apache_beam#5.1.1]<--
level(2),DependencyConflict,apache_airflow_providers_apache_beam,5.1.1,dill,3.9.2,dill[Unknown]<--apache_beam[apache_beam#2.48.0]<--apache_airflow_providers_apache_beam[apache_airflow_providers_apache_beam#5.1.1]<--#dill[dill#0.3.6]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_beam[apache_airflow_providers_apache_beam#5.1.1]<--
level(2),DependencyConflict,apache_airflow_providers_apache_beam,5.1.1,dill,3.8.2,dill[Unknown]<--apache_beam[apache_beam#2.48.0]<--apache_airflow_providers_apache_beam[apache_airflow_providers_apache_beam#5.1.1]<--#dill[dill#0.3.6]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_beam[apache_airflow_providers_apache_beam#5.1.1]<--
level(3),DependencyConflict,apache_airflow_providers_apache_cassandra,3.2.1,werkzeug,3.10.4,werkzeug[Unknown]<--connexion[connexion#2.14.2]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_cassandra[apache_airflow_providers_apache_cassandra#3.2.1]<--#werkzeug[werkzeug#2.3.6]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_cassandra[apache_airflow_providers_apache_cassandra#3.2.1]<--
level(3),DependencyConflict,apache_airflow_providers_apache_cassandra,3.2.1,werkzeug,3.9.2,werkzeug[Unknown]<--connexion[connexion#2.14.2]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_cassandra[apache_airflow_providers_apache_cassandra#3.2.1]<--#werkzeug[werkzeug#2.3.6]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_cassandra[apache_airflow_providers_apache_cassandra#3.2.1]<--
level(3),DependencyConflict,apache_airflow_providers_apache_cassandra,3.2.1,werkzeug,3.8.2,werkzeug[Unknown]<--connexion[connexion#2.14.2]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_cassandra[apache_airflow_providers_apache_cassandra#3.2.1]<--#werkzeug[werkzeug#2.3.6]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_cassandra[apache_airflow_providers_apache_cassandra#3.2.1]<--
level(3),DependencyConflict,apache_airflow_providers_apache_drill,2.4.1,werkzeug,3.10.4,werkzeug[Unknown]<--connexion[connexion#2.14.2]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_drill[apache_airflow_providers_apache_drill#2.4.1]<--#werkzeug[werkzeug#2.3.6]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_drill[apache_airflow_providers_apache_drill#2.4.1]<--
level(3),DependencyConflict,apache_airflow_providers_apache_drill,2.4.1,werkzeug,3.9.2,werkzeug[Unknown]<--connexion[connexion#2.14.2]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_drill[apache_airflow_providers_apache_drill#2.4.1]<--#werkzeug[werkzeug#2.3.6]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_drill[apache_airflow_providers_apache_drill#2.4.1]<--
level(3),DependencyConflict,apache_airflow_providers_apache_drill,2.4.1,werkzeug,3.8.2,werkzeug[Unknown]<--connexion[connexion#2.14.2]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_drill[apache_airflow_providers_apache_drill#2.4.1]<--#werkzeug[werkzeug#2.3.6]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_drill[apache_airflow_providers_apache_drill#2.4.1]<--
level(3),DependencyConflict,apache_airflow_providers_apache_druid,3.4.1,werkzeug,3.10.4,werkzeug[Unknown]<--connexion[connexion#2.14.2]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_druid[apache_airflow_providers_apache_druid#3.4.1]<--#werkzeug[werkzeug#2.3.6]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_druid[apache_airflow_providers_apache_druid#3.4.1]<--
level(3),DependencyConflict,apache_airflow_providers_apache_druid,3.4.1,werkzeug,3.9.2,werkzeug[Unknown]<--connexion[connexion#2.14.2]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_druid[apache_airflow_providers_apache_druid#3.4.1]<--#werkzeug[werkzeug#2.3.6]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_druid[apache_airflow_providers_apache_druid#3.4.1]<--
level(3),DependencyConflict,apache_airflow_providers_apache_druid,3.4.1,werkzeug,3.8.2,werkzeug[Unknown]<--connexion[connexion#2.14.2]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_druid[apache_airflow_providers_apache_druid#3.4.1]<--#werkzeug[werkzeug#2.3.6]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_druid[apache_airflow_providers_apache_druid#3.4.1]<--
level(3),DependencyConflict,apache_airflow_providers_apache_flink,1.1.1,werkzeug,3.10.4,werkzeug[Unknown]<--connexion[connexion#2.14.2]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_flink[apache_airflow_providers_apache_flink#1.1.1]<--#werkzeug[werkzeug#2.3.6]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_flink[apache_airflow_providers_apache_flink#1.1.1]<--
level(3),DependencyConflict,apache_airflow_providers_apache_flink,1.1.1,werkzeug,3.9.2,werkzeug[Unknown]<--connexion[connexion#2.14.2]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_flink[apache_airflow_providers_apache_flink#1.1.1]<--#werkzeug[werkzeug#2.3.6]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_flink[apache_airflow_providers_apache_flink#1.1.1]<--
level(3),DependencyConflict,apache_airflow_providers_apache_flink,1.1.1,werkzeug,3.8.2,werkzeug[Unknown]<--connexion[connexion#2.14.2]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_flink[apache_airflow_providers_apache_flink#1.1.1]<--#werkzeug[werkzeug#2.3.6]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_flink[apache_airflow_providers_apache_flink#1.1.1]<--
level(3),DependencyConflict,apache_airflow_providers_apache_hdfs,4.1.0,werkzeug,3.10.4,werkzeug[Unknown]<--connexion[connexion#2.14.2]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_hdfs[apache_airflow_providers_apache_hdfs#4.1.0]<--#werkzeug[werkzeug#2.3.6]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_hdfs[apache_airflow_providers_apache_hdfs#4.1.0]<--
level(3),DependencyConflict,apache_airflow_providers_apache_hdfs,4.1.0,werkzeug,3.9.2,werkzeug[Unknown]<--connexion[connexion#2.14.2]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_hdfs[apache_airflow_providers_apache_hdfs#4.1.0]<--#werkzeug[werkzeug#2.3.6]<--apache_airflow[apache_airflow#2.6.3]<--apache_airflow_providers_apache_hdfs[apache_airflow_providers_apache_hdfs#4.1.0]<--
